,יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
72,23.05.2000,אריאב חיים 2,7281-14-10,דירה בבית קומות,2,שלישית,36.20,"305,000",NaN
73,02.11.2021,סנש חנה 3,7281-55-16,דירה בבית קומות,2,שניה,35.20,"1,800,000",NaN
74,20.03.2008,סנש חנה 3,7281-55-16,דירה בבית קומות,2,שניה,35.20,"450,000",NaN
75,02.11.2021,האחים אוסטשינסקי 19,3925-229-12,דירה בבית קומות,2,שלישית,50.25,"1,400,000",18% ב 5.3 שנים
76,10.07.2016,האחים אוסטשינסקי 19,3925-229-12,דירה בבית קומות,2,שלישית,50.25,"1,180,000",18% ב 5.3 שנים
77,15.08.2012,האחים אוסטשינסקי 19,3925-229-12,דירה בבית קומות,2,שלישית,50.25,"855,000",18% ב 5.3 שנים
78,31.10.2021,שניאור זלמן 42,7281-38-16,דירה בבית קומות,2,רביעית,40,"1,000,000",2% ב 4.6 שנים
79,08.02.2017,שניאור זלמן 42,7281-38-16,דירה בבית קומות,2,רביעית,40,"980,000",2% ב 4.6 שנים
80,27.10.2021,האחים זיגר 4,3928-598-12,דירה בבית קומות,2,שלישית,50.64,"1,250,000",244% ב 17.1 שנים
81,15.08.2004,האחים זיגר 4,3928-598-12,דירה בבית קומות,2,שלישית,50.64,"363,000",244% ב 17.1 שנים
82,26.10.2021,הרב נורוק 3,7282-14-7,דירה בבית קומות,2,ראשונה,36,"1,640,000",NaN
83,24.11.2004,הרב נורוק 3,7282-14-7,דירה בבית קומות,2,ראשונה,36,"405,000",NaN
84,25.10.2021,אריאב חיים 13,7281-149-29,דירה בבית קומות,2,שלישית,35.20,"1,482,000",NaN
85,17.06.1998,אריאב חיים 13,7281-149-29,דירה בבית קומות,2,שלישית,35.20,"268,000",NaN
86,25.10.2021,אריאב חיים 15,7281-149-4,דירה בבית קומות,2,ראשונה,35.20,"2,189,000",NaN
87,24.10.2021,נורדאו 37,3936-181-17,דירה בבית קומות,2,שניה,44.10,"1,050,000",-8% ב 8.3 שנים
88,12.06.2013,נורדאו 37,3936-181-17,דירה בבית קומות,2,שניה,44.10,"1,150,000",-8% ב 8.3 שנים
89,17.10.2021,נתן שלמה 13,7282-33-4,דירה בבית קומות,2,שניה,35,"1,800,000",NaN
90,12.10.2021,הורוביץ 7,3926-870-2,דירה בבית קומות,2,ראשונה,63.06,"1,168,000",NaN
91,12.10.2021,ירושלים 22,3937-15-2,דירה בבית קומות,2,ראשונה,NaN,"2,393,000",NaN
92,07.10.2021,קרן קימת 29,3928-260-12,דירה בבית קומות,2,שלישית,45.95,"1,370,000",NaN
93,06.10.2021,שניאור זלמן 44,7281-37-15,דירה בבית קומות,2,רביעית,40,"1,100,000",10% ב 1.1 שנים
94,30.08.2020,שניאור זלמן 44,7281-37-15,דירה בבית קומות,2,רביעית,40,"1,000,000",10% ב 1.1 שנים
95,11.10.2007,שניאור זלמן 44,7281-37-15,דירה בבית קומות,2,רביעית,40,"221,000",10% ב 1.1 שנים
96,03.09.2021,חנקין 17,3925-224-3,דירה בבית קומות,2,ראשונה,56.62,"1,500,000",216% ב 23.5 שנים
97,23.02.1998,חנקין 17,3925-224-3,דירה בבית קומות,2,ראשונה,56.62,"474,000",216% ב 23.5 שנים
98,01.09.2021,הרצל 93,3925-674-107,דירה בבית קומות,2,עשירית,36.60,"1,440,000",54% ב 8.9 שנים
99,15.10.2012,הרצל 93,3925-674-107,דירה בבית קומות,2,עשירית,36.60,"930,000",54% ב 8.9 שנים
100,31.08.2021,התוף 7,5183-42-127,דירה בבית קומות,2,שביעית,44,"1,740,000",235% ב 20.7 שנים
101,14.11.2000,התוף 7,5183-42-127,דירה בבית קומות,2,שביעית,44,"518,000",235% ב 20.7 שנים
102,31.08.2021,נורדאו 37,3936-181-23,דירה בבית קומות,2,שלישית,44.10,"1,432,000",17% ב 5.3 שנים
103,20.04.2016,נורדאו 37,3936-181-23,דירה בבית קומות,2,שלישית,44.10,"1,220,000",17% ב 5.3 שנים
104,13.07.2011,נורדאו 37,3936-181-23,דירה בבית קומות,2,שלישית,44.10,"880,000",17% ב 5.3 שנים
105,29.08.2021,התוף 7,5183-42-102,דירה בבית קומות,2,שלישית,44,"1,620,000",47% ב 8.4 שנים
106,03.03.2013,התוף 7,5183-42-102,דירה בבית קומות,2,שלישית,44,"1,100,000",47% ב 8.4 שנים
107,29.08.2021,לוין אשר 5,3933-206-58,דירה בבית קומות,2,חמישית,67.01,"1,540,000",NaN
108,25.08.2021,ביאליק 13,3928-882-75,דירה בבית קומות,2,תשיעית,69,"1,950,000",150% ב 13.1 שנים
109,05.06.2008,ביאליק 13,3928-882-75,דירה בבית קומות,2,תשיעית,69,"780,000",150% ב 13.1 שנים
110,24.08.2021,התוף 7,5183-42-69,דירה בבית קומות,2,תשיעית,44,"1,600,000",213% ב 20.6 שנים
111,19.12.2000,התוף 7,5183-42-69,דירה בבית קומות,2,תשיעית,44,"510,000",213% ב 20.6 שנים
112,23.08.2021,קרן קימת 29,3928-260-9,דירה בבית קומות,2,שניה,44.85,"1,360,000",18% ב 2.2 שנים
113,06.05.2019,קרן קימת 29,3928-260-9,דירה בבית קומות,2,שניה,44.85,"1,145,000",18% ב 2.2 שנים
114,02.08.2021,ויצברד 8,3933-193-17,דירה בבית קומות,2,רביעית,58.94,"1,300,000",39% ב 6.6 שנים
115,03.12.2014,ויצברד 8,3933-193-17,דירה בבית קומות,2,רביעית,58.94,"930,000",39% ב 6.6 שנים
116,01.08.2021,התוף 7,5183-42-223,דירה בבית קומות,2,תשיעית,44,"1,650,000",NaN
117,29.07.2021,אנילביץ 17,7282-53-16,דירה בבית קומות,2,שלישית,35,"1,175,000",256% ב 12.9 שנים
118,25.08.2008,אנילביץ 17,7282-53-16,דירה בבית קומות,2,שלישית,35,"330,000",256% ב 12.9 שנים
119,27.07.2021,דרור 32,3929-56-23,דירה בבית קומות,2,שלישית,55.30,"1,280,000",NaN
120,26.07.2021,עולי הגרדום 36,3926-453-7,דירה בבית קומות,2,שלישית,54.90,"1,550,000",93% ב 7 שנים
121,01.06.2014,עולי הגרדום 36,3926-453-7,דירה בבית קומות,2,שלישית,54.90,"800,000",93% ב 7 שנים
122,21.07.2021,שפינוזה 20,3928-613-13,דירה בבית קומות,2,שניה,56,"1,400,000",60% ב 8.9 שנים
123,06.08.2012,שפינוזה 20,3928-613-13,דירה בבית קומות,2,שניה,56,"875,000",60% ב 8.9 שנים
124,20.07.2021,וקסלר משה 1,3935-64-7,דירה בבית קומות,2,שניה,44.61,"1,300,000",18% ב 5.9 שנים
125,25.08.2015,וקסלר משה 1,3935-64-7,דירה בבית קומות,2,שניה,44.61,"1,100,000",18% ב 5.9 שנים
126,13.10.2010,וקסלר משה 1,3935-64-7,דירה בבית קומות,2,שניה,44.61,"775,000",18% ב 5.9 שנים
127,19.07.2021,גורדון 30,3945-535-3,דירה בבית קומות,2,קרקע,43.21,"1,100,000",10% ב 4 שנים
128,07.06.2017,גורדון 30,3945-535-3,דירה בבית קומות,2,קרקע,43.21,"500,000",10% ב 4 שנים
129,16.07.2021,הלל נפתלי 5,3934-137-7,דירה בבית קומות,2,ראשונה,57.50,"1,444,000",NaN
130,07.07.2021,קורצ'ק יאנוש 8,7282-168-4,דירה בבית קומות,2,שניה,49,"1,250,000",78% ב 2.3 שנים
131,17.03.2019,קורצ'ק יאנוש 8,7282-168-4,דירה בבית קומות,2,שניה,49,"700,000",78% ב 2.3 שנים
132,07.10.2018,קורצ'ק יאנוש 8,7282-168-4,דירה בבית קומות,2,שניה,49,"1,060,000",78% ב 2.3 שנים
133,30.06.2021,טרכטנברג 22,3928-565-29,דירה בבית קומות,2,רביעית,37.78,"1,180,000",NaN
134,18.02.2009,טרכטנברג 22,3928-565-29,דירה בבית קומות,2,רביעית,37.78,"270,000",NaN
135,19.01.1998,טרכטנברג 22,3928-565-29,דירה בבית קומות,2,רביעית,37.78,"381,000",NaN
136,30.06.2021,הרצל 93,3925-674-100,דירה בבית קומות,2,תשיעית,40.80,"1,450,000",NaN
137,24.06.2021,סנש חנה 3,7281-57-13,דירה בבית קומות,2,שניה,35.20,"1,500,000",78% ב 6 שנים
138,08.06.2015,סנש חנה 3,7281-57-13,דירה בבית קומות,2,שניה,35.20,"840,000",78% ב 6 שנים
139,26.01.2011,סנש חנה 3,7281-57-13,דירה בבית קומות,2,שניה,35.20,"502,000",78% ב 6 שנים
140,23.06.2021,"עגנון ש""י 5",7281-96-19,דירה בבית קומות,2,שלישית,36,"1,200,000",247% ב 13.8 שנים
141,14.08.2007,"עגנון ש""י 5",7281-96-19,דירה בבית קומות,2,שלישית,36,"345,000",247% ב 13.8 שנים
142,16.06.2021,אברבנאל 3,3930-677-1,דירה בבית קומות,2,ראשונה,53.44,"1,520,000",7% ב 2.5 שנים
143,18.12.2018,אברבנאל 3,3930-677-1,דירה בבית קומות,2,ראשונה,53.44,"1,420,000",7% ב 2.5 שנים
144,21.05.2015,אברבנאל 3,3930-677-1,דירה בבית קומות,2,ראשונה,53.44,"1,230,000",7% ב 2.5 שנים
145,16.01.2011,אברבנאל 3,3930-677-1,דירה בבית קומות,2,ראשונה,53.44,"800,000",7% ב 2.5 שנים
146,16.06.2021,אבשלום 8,3928-919-1,דירה בבית קומות,2,ראשונה,57.52,"1,400,000",NaN
147,15.06.2021,אריאב חיים 9,7281-149-9,דירה בבית קומות,2,ראשונה,35.20,"650,000",0% ב 8.3 שנים
148,21.02.2013,אריאב חיים 9,7281-149-9,דירה בבית קומות,2,ראשונה,35.20,"648,000",0% ב 8.3 שנים
149,23.09.2004,אריאב חיים 9,7281-149-9,דירה בבית קומות,2,ראשונה,35.20,"331,000",0% ב 8.3 שנים
150,11.06.2003,אריאב חיים 9,7281-149-9,דירה בבית קומות,2,ראשונה,35.20,"882,000",0% ב 8.3 שנים
151,14.06.2021,אלקלעי 30,3930-446-21,דירה בבית קומות,2,שניה,54,"1,010,000",NaN
152,13.06.2021,הרב מינץ 3,7281-22-1,דירה בבית קומות,2,ראשונה,36.50,"1,100,000",NaN
153,13.06.2021,החליל 16,5183-18-2,דירה בבית קומות,2,קרקע,50.02,"1,610,000",NaN
154,11.06.2021,ז'בוטינסקי 81,3945-581-4,דירה בבית קומות,2,ראשונה,46,"1,580,000",NaN
155,08.06.2021,לוי יצחק מברדיצב 5,3925-160-2,קוטג' דו משפחתי,2,ראשונה,27.20,"1,700,000",NaN
156,07.06.2021,מורדי הגטאות 47,4242-469-40,דירה בבית קומות,2,שלישית,40.30,"600,000",NaN
157,23.05.2021,אנילביץ 6,7282-18-13,דירה בבית קומות,2,שלישית,28.20,"1,071,000",2% ב 2.2 שנים
158,22.02.2019,אנילביץ 6,7282-18-13,דירה בבית קומות,2,שלישית,28.20,"1,040,000",2% ב 2.2 שנים
159,12.05.2021,אריאב חיים 2,7281-14-1,דירה בבית קומות,2,ראשונה,36.20,"1,745,000",NaN
160,11.05.2021,דרור 14,3933-211-7,דירה בבית קומות,2,ראשונה,57.40,"1,410,000",NaN
161,09.05.2021,קפלנסקי 30,3926-674-2,דירה בבית קומות,2,ראשונה,62.80,"1,440,000",185% ב 17.9 שנים
162,09.06.2003,קפלנסקי 30,3926-674-2,דירה בבית קומות,2,ראשונה,62.80,"505,000",185% ב 17.9 שנים
163,30.11.1998,קפלנסקי 30,3926-674-2,דירה בבית קומות,2,ראשונה,62.80,"561,000",185% ב 17.9 שנים
164,05.05.2021,תל חי 19,3928-611-8,דירה בבית קומות,2,שניה,50.50,"1,420,000",NaN
165,29.04.2021,ברניצקי נתן 16,3926-843-8,דירה בבית קומות,2,שלישית,51.59,"1,360,000",17% ב 5.2 שנים
166,24.01.2016,ברניצקי נתן 16,3926-843-8,דירה בבית קומות,2,שלישית,51.59,"1,160,000",17% ב 5.2 שנים
167,27.04.2021,אנילביץ 5,7282-24-11,דירה בבית קומות,2,שניה,47.90,"1,200,000",NaN
168,27.04.2021,גן יבנה 6,3945-88-10,דירה בבית קומות,2,שלישית,61.68,"1,216,000",NaN
169,26.04.2021,הרב נריה 9,5116-28-55,דירה בבית קומות,2,ראשונה,41.36,"1,470,000",33% ב 6.5 שנים
170,30.10.2014,הרב נריה 9,5116-28-55,דירה בבית קומות,2,ראשונה,41.36,"1,100,000",33% ב 6.5 שנים
171,24.07.2008,הרב נריה 9,5116-28-55,דירה בבית קומות,2,ראשונה,41.36,"785,000",33% ב 6.5 שנים
172,30.11.2007,הרב נריה 9,5116-28-55,דירה בבית קומות,2,ראשונה,41.36,"605,000",33% ב 6.5 שנים
173,25.08.2004,הרב נריה 9,5116-28-55,דירה בבית קומות,2,ראשונה,41.36,"589,000",33% ב 6.5 שנים
174,21.04.2021,וולפסון 16,3926-313-8,דירה בבית קומות,2,שניה,49.10,"1,055,000",31% ב 8.9 שנים
175,31.05.2012,וולפסון 16,3926-313-8,דירה בבית קומות,2,שניה,49.10,"800,000",31% ב 8.9 שנים
176,20.04.2021,שמשון 7,3934-85-5,דירה בבית קומות,2,שלישית,66,"1,275,000",NaN
177,18.04.2021,אש שלום 26,7282-65-1,דירה בבית קומות,2,ראשונה,34.80,"1,430,000",24% ב 1 שנים
178,05.03.2020,אש שלום 26,7282-65-1,דירה בבית קומות,2,ראשונה,34.80,"1,150,000",24% ב 1 שנים
179,26.12.2007,אש שלום 26,7282-65-1,דירה בבית קומות,2,ראשונה,34.80,"141,000",24% ב 1 שנים
180,18.04.2021,הורוביץ 43,3926-591-11,דירה בבית קומות,2,שלישית,49.39,"1,330,000",63% ב 10 שנים
181,20.04.2011,הורוביץ 43,3926-591-11,דירה בבית קומות,2,שלישית,49.39,"815,000",63% ב 10 שנים
182,14.04.2021,ירושלים 56,3930-346-63,דירה בבית קומות,2,רביעית,46.30,"1,330,000",51% ב 4.5 שנים
183,18.09.2016,ירושלים 56,3930-346-63,דירה בבית קומות,2,רביעית,46.30,"880,000",51% ב 4.5 שנים
184,13.04.2021,"עגנון ש""י 14",6095-135-25,דירה בבית קומות,2,רביעית,39.60,"1,370,000",NaN
185,21.10.2003,"עגנון ש""י 14",6095-135-25,דירה בבית קומות,2,רביעית,39.60,"339,000",NaN
186,13.04.2021,שמשון 7,3934-85-3,דירה בבית קומות,2,שניה,66,"1,270,000",NaN
187,11.04.2021,נתן שלמה 15,7282-34-4,דירה בבית קומות,2,שניה,35,"1,350,000",NaN
188,05.04.2021,חנקין 16,3936-5-4,דירה בבית קומות,2,ראשונה,58.50,"1,490,000",205% ב 17.3 שנים
189,05.12.2003,חנקין 16,3936-5-4,דירה בבית קומות,2,ראשונה,58.50,"488,000",205% ב 17.3 שנים
190,04.04.2021,גרינשפן הרשל 13,6287-287-6,דירה בבית קומות,2,ראשונה,41.80,"1,200,000",34% ב 7.1 שנים
191,20.02.2014,גרינשפן הרשל 13,6287-287-6,דירה בבית קומות,2,ראשונה,41.80,"895,000",34% ב 7.1 שנים
192,29.03.2021,התוף 7,5183-42-138,דירה בבית קומות,2,שמינית,44,"800,000",NaN
193,24.03.2021,הרב נורוק 7,7282-12-14,דירה בבית קומות,2,שניה,36,"1,150,000",NaN
194,16.03.2021,אלרואי 19,3929-793-13,דירה בבית קומות,2,רביעית,36,"1,130,000",105% ב 11.2 שנים
195,14.12.2009,אלרואי 19,3929-793-13,דירה בבית קומות,2,רביעית,36,"550,000",105% ב 11.2 שנים
196,15.03.2021,אנילביץ 17,7282-53-14,דירה בבית קומות,2,שלישית,35,"1,340,000",103% ב 10.7 שנים
197,22.06.2010,אנילביץ 17,7282-53-14,דירה בבית קומות,2,שלישית,35,"660,000",103% ב 10.7 שנים
198,15.03.2021,ירושלים 54,3930-346-43,דירה בבית קומות,2,שלישית,46.30,"1,145,000",NaN
199,08.03.2021,התפוח 4,4242-588-1,קוטג' דו משפחתי,2,ראשונה,23,"1,000,000",NaN
200,07.03.2021,וולפסון 40,3926-863-11,דירה בבית קומות,2,שניה,57.63,"1,300,000",NaN
201,04.03.2021,גוש עציון 10,3930-466-1,דירה בבית קומות,2,ראשונה,42,"486,000",NaN
202,04.03.2021,מרגולין 16,3929-407-25,דירה בבית קומות,2,רביעית,53.70,"1,200,000",16% ב 2 שנים
203,05.02.2019,מרגולין 16,3929-407-25,דירה בבית קומות,2,רביעית,53.70,"1,030,000",16% ב 2 שנים
204,03.03.2021,המרגנית 4,5036-57-10,דירה בבית קומות,2,שניה,44,"1,250,000",NaN
205,01.03.2021,"תרמ""ב 30",3928-273-7,דירה בבית קומות,2,ראשונה,43.30,"1,220,000",60% ב 8.3 שנים
206,08.11.2012,"תרמ""ב 30",3928-273-7,דירה בבית קומות,2,ראשונה,43.30,"760,000",60% ב 8.3 שנים
207,28.02.2021,"יל""ג 6",3928-317-4,דירה בבית קומות,2,ראשונה,58.70,"1,295,000",41% ב 7.8 שנים
208,10.04.2013,"יל""ג 6",3928-317-4,דירה בבית קומות,2,ראשונה,58.70,"915,000",41% ב 7.8 שנים
209,24.02.2021,הפורצים 7,3945-98-3,דירה בבית קומות,2,ראשונה,33.56,"1,260,000",47% ב 6.8 שנים
210,30.04.2014,הפורצים 7,3945-98-3,דירה בבית קומות,2,ראשונה,33.56,"852,000",47% ב 6.8 שנים
211,31.03.2008,הפורצים 7,3945-98-3,דירה בבית קומות,2,ראשונה,33.56,"500,000",47% ב 6.8 שנים
212,11.02.2008,הפורצים 7,3945-98-3,דירה בבית קומות,2,ראשונה,33.56,"470,000",47% ב 6.8 שנים
213,24.02.2021,פוזננסקי מנחם 6,7282-90-5,דירה בבית קומות,2,שניה,35,"1,123,000",NaN
214,23.02.2021,חזון איש 12,3929-711-3,דירה בבית קומות,2,ראשונה,54,"1,360,000",NaN
215,21.02.2021,הרב נריה 9,5116-28-21,דירה בבית קומות,2,שלישית,41.36,"1,500,000",NaN
216,15.02.2021,קרל נטר 30,3928-703-6,דירה בבית קומות,2,ראשונה,55.71,"1,450,000",10% ב 2.8 שנים
217,09.04.2018,קרל נטר 30,3928-703-6,דירה בבית קומות,2,ראשונה,55.71,"1,312,000",10% ב 2.8 שנים
218,05.06.2002,קרל נטר 30,3928-703-6,דירה בבית קומות,2,ראשונה,55.71,"617,000",10% ב 2.8 שנים
219,14.12.1998,קרל נטר 30,3928-703-6,דירה בבית קומות,2,ראשונה,55.71,"536,000",10% ב 2.8 שנים
220,11.02.2021,אבנר מאיר 2,4242-305-1,קוטג' דו משפחתי,2,ראשונה,40,"1,720,000",NaN
221,04.02.2021,קרון אהרון 28,3925-298-13,דירה בבית קומות,2,רביעית,57.54,"1,260,000",NaN
222,02.02.2021,אנילביץ 27,7282-69-11,דירה בבית קומות,2,שניה,35,"1,197,000",NaN
223,26.01.2021,הסחלב 6,5036-87-190,דירה בבית קומות,2,שביעית,33,"1,225,000",NaN
